# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	92328	93278	+					hycD	886959	Rv0084	951		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	92328	93278	+	NP_214598.1	WP_003900802.1		formate hydrogenlyase HycD	hycD	886959	Rv0084	951	316	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	93289	93951	+					hycP	886973	Rv0085	663		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	93289	93951	+	NP_214599.1	WP_003400661.1		hydrogenase HycP	hycP	886973	Rv0085	663	220	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	93951	95417	+					hycQ	886963	Rv0086	1467		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	93951	95417	+	NP_214600.1	WP_003400662.1		hydrogenase HycQ	hycQ	886963	Rv0086	1467	488	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	95414	96892	+					hycE	886956	Rv0087	1479		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	95414	96892	+	NP_214601.1	WP_003400663.1		formate hydrogenase HycE	hycE	886956	Rv0087	1479	492	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	96927	97601	+						886954	Rv0088	675		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	96927	97601	+	NP_214602.1	WP_003400664.1		polyketide cyclase/dehydrase		886954	Rv0088	675	224	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	97758	98351	+						886949	Rv0089	594		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	97758	98351	+	NP_214603.1	WP_003400665.1		methyltransferase		886949	Rv0089	594	197	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	98480	99250	+						886961	Rv0090	771		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	98480	99250	+	NP_214604.1	WP_003899807.1		membrane protein		886961	Rv0090	771	256	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	99684	100451	+					mtn	886953	Rv0091	768		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	99684	100451	+	NP_214605.1	WP_003400678.1		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtn	886953	Rv0091	768	255	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	100583	102868	+					ctpA	886946	Rv0092	2286		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	100583	102868	+	NP_214606.1	WP_003899808.1		cation transporter ATPase A	ctpA	886946	Rv0092	2286	761	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	102815	103663	-						886945	Rv0093c	849		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	102815	103663	-	NP_214607.1	WP_003899809.1		membrane protein		886945	Rv0093c	849	282	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	103710	104663	-						886943	Rv0094c	954		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	103710	104663	-	NP_214608.1	WP_003901649.1		hypothetical protein		886943	Rv0094c	954	317	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	104805	105215	-						886940	Rv0095c	411		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	104805	105215	-	NP_214609.1	WP_003900805.1		hypothetical protein		886940	Rv0095c	411	136	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	105324	106715	+					PPE1	886938	Rv0096	1392		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	105324	106715	+	YP_177690.1	WP_003400781.1		PPE family protein PPE1	PPE1	886938	Rv0096	1392	463	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	106734	107603	+						886942	Rv0097	870		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	106734	107603	+	NP_214611.1	WP_003400786.1		oxidoreductase		886942	Rv0097	870	289	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	107600	108151	+					fcoT	886935	Rv0098	552		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	107600	108151	+	NP_214612.1	WP_003899810.1		fatty acyl CoA thioesterase FcoT	fcoT	886935	Rv0098	552	183	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	108156	109778	+					fadD10	886933	Rv0099	1623		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	108156	109778	+	NP_214613.1	WP_003400792.1		fatty-acid--CoA ligase FadD10	fadD10	886933	Rv0099	1623	540	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	109783	110019	+						886931	Rv0100	237		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	109783	110019	+	NP_214614.1	WP_003400793.1		hypothetical protein		886931	Rv0100	237	78	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	110001	117539	+					nrp	886951	Rv0101	7539		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	110001	117539	+	NP_214615.1	WP_003400794.1		peptide synthetase Nrp	nrp	886951	Rv0101	7539	2512	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	117714	119699	+						886926	Rv0102	1986		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	117714	119699	+	NP_214616.1	WP_003900808.1		integral membrane protein		886926	Rv0102	1986	661	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	119915	122173	-					ctpB	886928	Rv0103c	2259		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	119915	122173	-	NP_214617.1	WP_009935939.1		cation-transporter P-type ATPase B	ctpB	886928	Rv0103c	2259	752	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	122317	123831	+						886923	Rv0104	1515		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	122317	123831	+	NP_214618.1	WP_003899813.1		hypothetical protein		886923	Rv0104	1515	504	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	123980	124264	-					rpmB1	886920	Rv0105c	285		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	123980	124264	-	YP_177691.1	WP_003400802.1		50S ribosomal protein L28	rpmB1	886920	Rv0105c	285	94	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	124374	125570	+						886919	Rv0106	1197		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	124374	125570	+	NP_214620.1	WP_003400804.1		hypothetical protein		886919	Rv0106	1197	398	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	125643	130541	-					ctpI	886915	Rv0107c	4899		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	125643	130541	-	NP_214621.1	WP_010886065.1		cation-transporter ATPase I	ctpI	886915	Rv0107c	4899	1632	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	130895	131104	-						886918	Rv0108c	210		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	130895	131104	-	NP_214622.1	WP_003400812.1		hypothetical protein		886918	Rv0108c	210	69	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	131382	132872	+					PE_PGRS1	886912	Rv0109	1491		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	131382	132872	+	YP_177692.1	WP_010886066.1		PE-PGRS family protein PE_PGRS1	PE_PGRS1	886912	Rv0109	1491	496	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	133020	133769	+						886917	Rv0110	750		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	133020	133769	+	NP_214624.1	WP_003400822.1		integral membrane protein		886917	Rv0110	750	249	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	133950	136007	+						886909	Rv0111	2058		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	133950	136007	+	NP_214625.1	WP_003900811.1		acyltransferase		886909	Rv0111	2058	685	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	136289	137245	+					gca	886907	Rv0112	957		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	136289	137245	+	NP_214626.1	WP_003400829.1		GDP-mannose 4,6-dehydratase	gca	886907	Rv0112	957	318	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	137319	137909	+					gmhA	886905	Rv0113	591		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	137319	137909	+	NP_214627.1	WP_003400839.1		phosphoheptose isomerase	gmhA	886905	Rv0113	591	196	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	137941	138513	+					gmhB	886903	Rv0114	573		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	137941	138513	+	NP_214628.1	WP_003400840.1		D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase	gmhB	886903	Rv0114	573	190	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	138513	139673	+					hddA	886902	Rv0115	1161		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	138513	139673	+	NP_214629.1	WP_003899819.1		D-alpha-D-heptose-7-phosphate kinase HddA	hddA	886902	Rv0115	1161	386	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	139956	140144	+						19394668	Rv0115a	189		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	139956	140144	+	YP_009030027.1	WP_003400850.1		hypothetical protein		19394668	Rv0115a	189	62	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	140267	141022	-					ldtA	886900	Rv0116c	756		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	140267	141022	-	NP_214630.1	WP_003400856.1		L,D-transpeptidase LdtA	ldtA	886900	Rv0116c	756	251	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	141200	142144	+					oxyS	886914	Rv0117	945		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	141200	142144	+	NP_214631.1	WP_003400857.1		oxidative stress response regulatory protein OxyS	oxyS	886914	Rv0117	945	314	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	142128	143876	-					oxcA	886898	Rv0118c	1749		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	142128	143876	-	NP_214632.1	WP_003900812.1		oxalyl-CoA decarboxylase OxcA	oxcA	886898	Rv0118c	1749	582	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	144049	145626	+					fadD7	886896	Rv0119	1578		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	144049	145626	+	NP_214633.1	WP_003901806.1		fatty-acid--CoA ligase FadD7	fadD7	886896	Rv0119	1578	525	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	145627	147771	-					fusA2	886894	Rv0120c	2145		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	145627	147771	-	NP_214634.1	WP_003916609.1		elongation factor G	fusA2	886894	Rv0120c	2145	714	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	147908	148342	-						886892	Rv0121c	435		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	147908	148342	-	NP_214635.1	WP_003400864.1		hypothetical protein		886892	Rv0121c	435	144	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	148491	148859	+						886888	Rv0122	369		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	148491	148859	+	NP_214636.1	WP_003400865.1		hypothetical protein		886888	Rv0122	369	122	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	148856	149224	+						886887	Rv0123	369		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	148856	149224	+	NP_214637.1	WP_003400878.1		hypothetical protein		886887	Rv0123	369	122	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	149533	150996	+					PE_PGRS2	886883	Rv0124	1464		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	149533	150996	+	YP_177693.1	WP_010886067.1		PE-PGRS family protein PE_PGRS2	PE_PGRS2	886883	Rv0124	1464	487	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	151148	152215	+					pepA	886924	Rv0125	1068		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	151148	152215	+	NP_214639.1	WP_003400885.1		serine protease PepA	pepA	886924	Rv0125	1068	355	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	152324	154129	+					treS	886881	Rv0126	1806		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	152324	154129	+	NP_214640.1	WP_003400893.1		trehalose synthase/amylase TreS	treS	886881	Rv0126	1806	601	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	154232	155599	+					mak	886880	Rv0127	1368		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	154232	155599	+	NP_214641.1	WP_003916610.1		maltokinase	mak	886880	Rv0127	1368	455	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	155667	156446	+						886878	Rv0128	780		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	155667	156446	+	NP_214642.1	WP_003899825.1		transmembrane protein		886878	Rv0128	780	259	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	156578	157600	-					fbpC	886885	Rv0129c	1023		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	156578	157600	-	YP_177694.1	WP_003400908.1		diacylglycerol acyltransferase/mycolyltransferase Ag85C	fbpC	886885	Rv0129c	1023	340	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	157847	158302	+					htdZ	886876	Rv0130	456		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	157847	158302	+	NP_214644.1	WP_003400912.1		3-hydroxyl-thioester dehydratase	htdZ	886876	Rv0130	456	151	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	158315	159658	-					fadE1	886874	Rv0131c	1344		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	158315	159658	-	NP_214645.1	WP_003400917.1		acyl-CoA dehydrogenase FadE1	fadE1	886874	Rv0131c	1344	447	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	159700	160782	-					fgd2	886877	Rv0132c	1083		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	159700	160782	-	NP_214646.1	WP_003899826.1		F420-dependent glucose-6-phosphate dehydrogenase	fgd2	886877	Rv0132c	1083	360	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	160869	161474	+						886873	Rv0133	606		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	160869	161474	+	NP_214647.1	WP_003400924.1		GCN5-like N-acetyltransferase		886873	Rv0133	606	201	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	161771	162673	+					ephF	886871	Rv0134	903		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	161771	162673	+	NP_214648.1	WP_003899827.1		epoxide hydrolase EphF	ephF	886871	Rv0134	903	300	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	162644	163249	-						886869	Rv0135c	606		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	162644	163249	-	NP_214649.1	WP_003400935.1		transcriptional regulator		886869	Rv0135c	606	201	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	163366	164691	+					cyp138	886868	Rv0136	1326		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	163366	164691	+	NP_214650.1	WP_003400938.1		cytochrome P450 Cyp138	cyp138	886868	Rv0136	1326	441	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	164712	165260	-					msrA	886865	Rv0137c	549		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	164712	165260	-	NP_214651.1	WP_003400942.1		peptide methionine sulfoxide reductase MsrA	msrA	886865	Rv0137c	549	182	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	165323	165826	+						886863	Rv0138	504		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	165323	165826	+	NP_214652.1	WP_003400945.1		hypothetical protein		886863	Rv0138	504	167	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	165827	166849	+						886860	Rv0139	1023		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	165827	166849	+	NP_214653.1	WP_003400947.1		oxidoreductase		886860	Rv0139	1023	340	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	166910	167290	+						886859	Rv0140	381		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	166910	167290	+	NP_214654.1	WP_003400949.1		hypothetical protein		886859	Rv0140	381	126	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	167271	167681	-						886872	Rv0141c	411		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	167271	167681	-	NP_214655.1	WP_003400951.1		hypothetical protein		886872	Rv0141c	411	136	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	167711	168637	+						886858	Rv0142	927		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	167711	168637	+	NP_214656.1	WP_003400956.1		hypothetical protein		886858	Rv0142	927	308	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	168704	170182	-						886856	Rv0143c	1479		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	168704	170182	-	NP_214657.1	WP_003899828.1		transmembrane protein		886856	Rv0143c	1479	492	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	170284	171126	+						886854	Rv0144	843		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	170284	171126	+	NP_214658.1	WP_003400961.1		transcriptional regulator		886854	Rv0144	843	280	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	171215	172168	+						886851	Rv0145	954		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	171215	172168	+	NP_214659.1	WP_003899829.1		S-adenosylmethionine-dependent methyltransferase		886851	Rv0145	954	317	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	172211	173143	+						886849	Rv0146	933		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	172211	173143	+	NP_214660.1	WP_003900814.1		S-adenosylmethionine-dependent methyltransferase		886849	Rv0146	933	310	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	173238	174758	+						886847	Rv0147	1521		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	173238	174758	+	NP_214661.1	WP_003400974.1		aldehyde dehydrogenase		886847	Rv0147	1521	506	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	174833	175693	+						886845	Rv0148	861		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	174833	175693	+	NP_214662.1	WP_003400979.1		short-chain type dehydrogenase/reductase		886845	Rv0148	861	286	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	175700	176668	+						886843	Rv0149	969		
CDS	with_protein	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	175700	176668	+	NP_214663.1	WP_003400985.1		quinone oxidoreductase		886843	Rv0149	969	322	
gene	protein_coding	GCF_000195955.2	Primary Assembly	chromosome		NC_000962.3	176665	176952	-						886840	Rv0150c	288		
